RAPGEF2	effect	HRAS
RAPGEF2	effect	KRAS
RAPGEF2	effect	NRAS
RAPGEF2	effect	RRAS
RASA2	effect	RRAS2
RASA2	effect	MRAS
RASA2	effect	HRAS
RASA2	effect	KRAS
RASA2	effect	NRAS
RASA2	effect	RRAS
RRAS2	effect	BRAF
RRAS2	effect	RAF1
RRAS2	effect	ARAF
RRAS2	effect	MAP3K1
MRAS	effect	BRAF
MRAS	effect	RAF1
MRAS	effect	ARAF
MRAS	effect	MAP3K1
HRAS	effect	BRAF
HRAS	effect	RAF1
HRAS	effect	ARAF
HRAS	effect	MAP3K1
KRAS	effect	BRAF
KRAS	effect	RAF1
KRAS	effect	ARAF
KRAS	effect	MAP3K1
NRAS	effect	BRAF
NRAS	effect	RAF1
NRAS	effect	ARAF
NRAS	effect	MAP3K1
RRAS	effect	BRAF
RRAS	effect	RAF1
RRAS	effect	ARAF
RRAS	effect	MAP3K1
RASGRP1	effect	RRAS2
RASGRP1	effect	MRAS
RASGRP1	effect	HRAS
RASGRP1	effect	KRAS
RASGRP1	effect	NRAS
RASGRP1	effect	RRAS
RASGRP2	effect	RRAS2
RASGRP2	effect	MRAS
RASGRP2	effect	HRAS
RASGRP2	effect	KRAS
RASGRP2	effect	NRAS
RASGRP2	effect	RRAS
RASGRP3	effect	RRAS2
RASGRP3	effect	MRAS
RASGRP3	effect	HRAS
RASGRP3	effect	KRAS
RASGRP3	effect	NRAS
RASGRP3	effect	RRAS
SOS1	effect	GRB2
SOS1	effect	RRAS2
SOS1	effect	MRAS
SOS1	effect	RRAS
SOS2	effect	GRB2
SOS2	effect	RRAS2
SOS2	effect	MRAS
SOS2	effect	RRAS
GNA12	effect	RASA2
GNG12	effect	RASA2
GRB2	effect	EGFR
GRB2	effect	ERBB2
GRB2	effect	ERBB4
GRB2	effect	FGFR1
GRB2	effect	FGFR2
GRB2	effect	IGF1R
GRB2	effect	INSR
GRB2	effect	KIT
GRB2	effect	NTRK2
GRB2	effect	PDGFRA
GRB2	effect	PDGFRB
CACNG5	effect	RASGRF2
CACNG5	effect	RASGRP1
CACNG5	effect	RASGRP2
CACNG5	effect	RASGRP3
CACNG4	effect	RASGRF2
CACNG4	effect	RASGRP1
CACNG4	effect	RASGRP2
CACNG4	effect	RASGRP3
CACNA2D3	effect	RASGRF2
CACNA2D3	inhibition	RASGRP1
CACNA2D3	effect	RASGRP1
CACNA2D3	inhibition	RASGRP2
CACNA2D3	effect	RASGRP2
CACNA2D3	inhibition	RASGRP3
CACNA2D3	effect	RASGRP3
CACNG8	inhibition	RASGRF2
CACNG8	effect	RASGRF2
