cell_type,rank,Gene1,Gene2,EdgeWeight
ge_npc,70221,KDM5B,RABEP2,-0.21035715935993463
ge_npc,70222,KMT2A,CCBE1,-0.21037137325890215
ge_npc,70223,MYT1L,AL138828.1,-0.21042397843077987
ge_npc,70224,BCL11A,LINC00882,-0.21045906732516279
ge_npc,70225,BCL11A,KIAA1217,-0.21077686522248593
ge_npc,70226,ASH1L,C19ORF47,-0.21082665891287242
ge_npc,70227,KMT2A,RTN4RL2,-0.21083241464366004
ge_npc,70228,KDM5B,AJ003147.2,-0.21125856217846145
ge_npc,70229,ASH1L,H4C5,-0.21129821960860753
ge_npc,70230,KMT2A,AC022414.1,-0.21138782975847495
ge_npc,70231,MYT1L,FKBP5,-0.21150327822310583
ge_npc,70232,KDM5B,CUTC,-0.21151631726014292
ge_npc,70233,KMT2A,ANO3,-0.21152861788181512
ge_npc,70234,MYT1L,NUDT11,-0.21158265571903317
ge_npc,70235,BCL11A,AC022395.1,-0.21178435937554993
ge_npc,70236,ASH1L,AC239799.2,-0.21197687586595923
ge_npc,70237,BCL11A,AC005837.1,-0.2120457195334425
ge_npc,70238,KDM5B,ZNF526,-0.21211226619380533
ge_npc,70239,MYT1L,INO80E,-0.21221045637039404
ge_npc,70240,ASH1L,NANOS1,-0.21230356762292357
ge_npc,70241,KMT2A,FAM186A,-0.212391864953822
ge_npc,70242,ASH1L,WEE2,-0.21239689031770786
ge_npc,70243,KDM5B,COL11A2,-0.21242053098975253
ge_npc,70244,BCL11A,GNGT1,-0.21244417456140502
ge_npc,70245,BCL11A,COL11A2,-0.21254670364781555
ge_npc,70246,KMT2A,AL161757.5,-0.21280028217716077
ge_npc,70247,BCL11A,AL021707.1,-0.212866053190747
ge_npc,70248,BCL11A,SLC2A1,-0.21299379796359516
ge_npc,70249,KMT2A,TAF1A-AS1,-0.21300299636969963
ge_npc,70250,BCL11A,CPLX1,-0.21306267307322405
ge_npc,70251,BCL11A,AC144652.1,-0.21310143892133188
ge_npc,70252,KMT2A,PCAT6,-0.21324006819475474
ge_npc,70253,KDM5B,TIGD4,-0.2133421551227682
ge_npc,70254,KDM5B,EPHA2,-0.21338227197831916
ge_npc,70255,BCL11A,FABP3,-0.21343234569258382
ge_npc,70256,BCL11A,CDK3,-0.21356575578484616
ge_npc,70257,MYT1L,NOS1,-0.21356873144811342
ge_npc,70258,KDM5B,KCNG2,-0.21357708615562612
ge_npc,70259,BCL11A,AP005328.2,-0.21360544112494936
ge_npc,70260,KMT2A,AP003071.2,-0.21365379977097346
ge_npc,70261,ASH1L,AC023024.1,-0.21370593404210833
ge_npc,70262,KMT2A,PPIC,-0.21378890106092716
ge_npc,70263,BCL11A,TRPC5OS,-0.21378960246217737
ge_npc,70264,KMT2A,TRIM45,-0.21388157368485927
ge_npc,70265,KMT2A,LINC01500,-0.21388457531250415
ge_npc,70266,ASH1L,AC009501.1,-0.21395711770525902
ge_npc,70267,KMT2A,AL391095.1,-0.2140008631392553
ge_npc,70268,KMT2A,FAH,-0.2140657186536069
ge_npc,70269,BCL11A,PEX11A,-0.2141331497020685
ge_npc,70270,KMT2A,TRIM17,-0.21423080599276156
ge_npc,70271,BCL11A,RGMA,-0.21442887061296478
ge_npc,70272,BCL11A,AP1G2,-0.21458991455024773
ge_npc,70273,BCL11A,BTN2A1,-0.2146539517684338
ge_npc,70274,KMT2A,FAM229A,-0.21468721838093563
ge_npc,70275,KDM5B,AC079848.1,-0.2147310868094223
ge_npc,70276,MYT1L,AC027627.1,-0.21477012801839251
ge_npc,70277,KDM5B,CHEK2,-0.21480626845918688
ge_npc,70278,BCL11A,UBE2L5,-0.2148943551520903
ge_npc,70279,BCL11A,AC022639.1,-0.21520647338754864
ge_npc,70280,KDM5B,GMPPB,-0.21522712168731192
ge_npc,70281,KMT2A,MAOB,-0.21525360703195806
