cell_type,rank,Gene1,Gene2,EdgeWeight
ctx_ex,23570,MYT1L,SORCS3,3.452261986382333
ctx_ex,23571,ASH1L,NR2C1,3.4521494417644663
ctx_ex,23572,BCL11A,PPFIA2-AS1,3.4521217829064503
ctx_ex,23573,MYT1L,ZNF618,3.4519053583935224
ctx_ex,23574,BCL11A,CCS,3.4517408446941547
ctx_ex,23575,KMT2A,DDX49,3.451469059260506
ctx_ex,23576,BCL11A,ERG28,3.4513842714523912
ctx_ex,23577,BCL11A,PXK,3.4512053432579024
ctx_ex,23578,ASH1L,GNE,3.4510031947079947
ctx_ex,23579,MYT1L,NDUFAF5,3.450986967250795
ctx_ex,23580,KDM5B,MORN4,3.4507946677344528
ctx_ex,23581,KMT2A,AFG3L2,3.4507296145619315
ctx_ex,23582,BCL11A,DDX27,3.450473152604028
ctx_ex,23583,ASH1L,CNDP2,3.450435308215281
ctx_ex,23584,MYT1L,TRIM69,3.4502238779060934
ctx_ex,23585,KMT2A,TMED2,3.449933263742261
ctx_ex,23586,BCL11A,TMEM222,3.4499168552286146
ctx_ex,23587,KMT2A,MTURN,3.449756160035413
ctx_ex,23588,KDM5B,ADARB1,3.449580526543867
ctx_ex,23589,BCL11A,PDIK1L,3.4494288221731018
ctx_ex,23590,MYT1L,ASXL2,3.4492814000878735
ctx_ex,23591,KMT2A,MRPS5,3.4492502129142624
ctx_ex,23592,KDM5B,ERCC6,3.4491591382669187
ctx_ex,23593,ASH1L,MARF1,3.4491253323222626
ctx_ex,23594,BCL11A,LRP3,3.449088737258933
ctx_ex,23595,MYT1L,DDX55,3.4488259610696606
ctx_ex,23596,BCL11A,C5ORF24,3.4486487301124957
ctx_ex,23597,KDM5B,CHMP1A,3.448621542861961
ctx_ex,23598,KDM5B,UEVLD,3.4484498680687663
ctx_ex,23599,ASH1L,SZRD1,3.448084572787194
ctx_ex,23600,ASH1L,CNNM2,3.448068063444446
ctx_ex,23601,KMT2A,TEX10,3.447863288001127
ctx_ex,23602,BCL11A,DNAJC12,3.4478466108126917
ctx_ex,23603,ASH1L,KLHL18,3.4478180052187226
ctx_ex,23604,BCL11A,TSPOAP1-AS1,3.4477164395730377
ctx_ex,23605,MYT1L,ELOA-AS1,3.4476567999291516
ctx_ex,23606,KDM5B,POLR2K,3.44749608252805
ctx_ex,23607,BCL11A,XPNPEP1,3.447343043560868
ctx_ex,23608,MYT1L,INTS9,3.44704073152977
ctx_ex,23609,KDM5B,EIF2A,3.4470001141515616
ctx_ex,23610,KMT2A,FUNDC2,3.446825562142086
ctx_ex,23611,BCL11A,NOCT,3.4467946013515083
ctx_ex,23612,MYT1L,MLEC,3.4465615125353346
ctx_ex,23613,MYT1L,FAM219B,3.4463673820169127
ctx_ex,23614,ASH1L,TMEM120B,3.4461832185279215
ctx_ex,23615,KMT2A,SAP30BP,3.4461202681742233
ctx_ex,23616,BCL11A,WASHC3,3.4460800982279247
ctx_ex,23617,BCL11A,C18ORF32,3.4460634728995414
ctx_ex,23618,MYT1L,DCAF12,3.4459200721491046
ctx_ex,23619,MYT1L,TMEM9B,3.4457412471682534
ctx_ex,23620,KDM5B,LIMD1,3.445546799165129
ctx_ex,23621,KMT2A,AP3D1,3.4453529449096325
ctx_ex,23622,MYT1L,FANCL,3.445127700816098
ctx_ex,23623,MYT1L,C11ORF68,3.444975902313926
ctx_ex,23624,KMT2A,MAPK8IP3,3.444953907328884
ctx_ex,23625,KDM5B,LHPP,3.4449367412056358
ctx_ex,23626,BCL11A,FBXO45,3.4446984845106186
ctx_ex,23627,KDM5B,BEGAIN,3.4443757535388264
ctx_ex,23628,KDM5B,AC092910.3,3.4440039028623266
ctx_ex,23629,MYT1L,TCEANC2,3.443677147545038
ctx_ex,23630,KMT2A,DCBLD2,3.443388824146319
ctx_ex,23631,MYT1L,DRAM2,3.4433489917473414
ctx_ex,23632,BCL11A,CCNL1,3.443267696386682
ctx_ex,23633,KMT2A,ARL14EP,3.4430984854032465
ctx_ex,23634,BCL11A,FIGN,3.442910244877007
ctx_ex,23635,ASH1L,FJX1,3.4423994629221983
ctx_ex,23636,MYT1L,PHF10,3.4421573574266646
ctx_ex,23637,KMT2A,BLZF1,3.441729585130675
ctx_ex,23638,KMT2A,GRK5,3.4414489582475305
ctx_ex,23639,KDM5B,NDUFB3,3.441421975825268
ctx_ex,23640,BCL11A,PPP2R2D,3.4412964955880065
ctx_ex,23641,KDM5B,SIRT2,3.4412048857305213
ctx_ex,23642,KMT2A,FAM136A,3.4408246415028003
ctx_ex,23643,KDM5B,AC104964.1,3.4406686190758204
ctx_ex,23644,BCL11A,SMNDC1,3.440638465960036
ctx_ex,23645,BCL11A,GDE1,3.439942414421702
ctx_ex,23646,KMT2A,RNF214,3.4398738580739705
ctx_ex,23647,KDM5B,TGFB1,3.439842960246563
ctx_ex,23648,BCL11A,ELP3,3.439425941181899
ctx_ex,23649,ASH1L,SH3GL1,3.4391208792741943
ctx_ex,23650,BCL11A,ARHGAP26,3.438583710807221
ctx_ex,23651,KDM5B,LRP3,3.4383353054872443
ctx_ex,23652,ASH1L,AIG1,3.4383334184876637
ctx_ex,23653,KDM5B,COA4,3.4381144331016413
ctx_ex,23654,ASH1L,NBPF12,3.437926051234296
ctx_ex,23655,KMT2A,CEMIP2,3.4377646367413144
ctx_ex,23656,KDM5B,PFN2,3.4376415402574034
ctx_ex,23657,KMT2A,IFT52,3.4373558337246597
ctx_ex,23658,ASH1L,WASF3,3.4366383085262524
ctx_ex,23659,ASH1L,DNASE1,3.436613963880073
ctx_ex,23660,BCL11A,HIKESHI,3.4365432921689276
ctx_ex,23661,MYT1L,COQ4,3.436472321912353
ctx_ex,23662,KDM5B,ARPC5L,3.4363268661575717
ctx_ex,23663,KMT2A,POM121C,3.436088455212975
ctx_ex,23664,ASH1L,CAVIN4,3.435991338496494
ctx_ex,23665,KMT2A,TPRKB,3.4358756706627953
ctx_ex,23666,MYT1L,HAVCR2,3.43564798477034
ctx_ex,23667,KDM5B,DERL1,3.4349742510752974
ctx_ex,23668,MYT1L,SLC10A7,3.434830072099936
ctx_ex,23669,BCL11A,TWF1,3.4347872208751458
